IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Male,MLE,,,,,,,,,,8.54,,,6.95,,10.38,8.54 [6.95 – 10.38],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,8.65,,,5.01,,13.79,8.65 [5.01 – 13.79],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.68,,,5.67,,12.61,8.68 [5.67 – 12.61],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Male,MLE,,,,,,,,,,8.74,,,4.7,,13.03,8.74 [4.7 – 13.03],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,8.77,,,6.17,,12.12,8.77 [6.17 – 12.12],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,8.79,,,4.87,,14.46,8.79 [4.87 – 14.46],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.8,,,5.11,,13.97,8.8 [5.11 – 13.97],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.83,,,5.44,,13.23,8.83 [5.44 – 13.23],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.86,,,5.46,,12.68,8.86 [5.46 – 12.68],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,8.89,,,6.79,,11.27,8.89 [6.79 – 11.27],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.9,,,5.12,,14.45,8.9 [5.12 – 14.45],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,8.91,,,5.35,,13.96,8.91 [5.35 – 13.96],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,8.92,,,5.46,,14.02,8.92 [5.46 – 14.02],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.93,,,4.47,,15.84,8.93 [4.47 – 15.84],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.96,,,5.53,,13.61,8.96 [5.53 – 13.61],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.97,,,7.25,,10.93,8.97 [7.25 – 10.93],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,8.99,,,5.04,,13.81,8.99 [5.04 – 13.81],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,9.01,,,6.98,,11.36,9.01 [6.98 – 11.36],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.02,,,5.17,,14.71,9.02 [5.17 – 14.71],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.08,,,6.3,,13.28,9.08 [6.3 – 13.28],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,9.11,,,7.26,,11.31,9.11 [7.26 – 11.31],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.16,,,5.33,,14.42,9.16 [5.33 – 14.42],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BDI,Burundi,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.18,,,5.36,,15.1,9.18 [5.36 – 15.1],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.18,,,6.36,,12.73,9.18 [6.36 – 12.73],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,9.18,,,8.15,,9.96,9.18 [8.15 – 9.96],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.2,,,4.87,,15.27,9.2 [4.87 – 15.27],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.2,,,5.69,,14.03,9.2 [5.69 – 14.03],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GTM,Guatemala,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.35,,,6.55,,12.86,9.35 [6.55 – 12.86],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.38,,,5.26,,15.9,9.38 [5.26 – 15.9],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.39,,,6.14,,13.7,9.39 [6.14 – 13.7],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.44,,,4.84,,17.49,9.44 [4.84 – 17.49],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.47,,,6.81,,12.75,9.47 [6.81 – 12.75],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.52,,,5.49,,15.4,9.52 [5.49 – 15.4],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,9.52,,,7.88,,11.33,9.52 [7.88 – 11.33],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LTU,Lithuania,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,9.56,,,6.88,,12.77,9.56 [6.88 – 12.77],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.59,,,5.41,,15.27,9.59 [5.41 – 15.27],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.62,,,7.52,,12.15,9.62 [7.52 – 12.15],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.64,,,4.65,,17.45,9.64 [4.65 – 17.45],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.64,,,4.93,,16.08,9.64 [4.93 – 16.08],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.69,,,4.33,,17.78,9.69 [4.33 – 17.78],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.73,,,5.34,,16.63,9.73 [5.34 – 16.63],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.73,,,6.89,,13.27,9.73 [6.89 – 13.27],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,9.74,,,7.28,,12.72,9.74 [7.28 – 12.72],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,9.81,,,5.59,,14.66,9.81 [5.59 – 14.66],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.81,,,7.32,,13.16,9.81 [7.32 – 13.16],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.83,,,7.38,,12.76,9.83 [7.38 – 12.76],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Male,MLE,,,,,,,,,,9.95,,,6.02,,15.62,9.95 [6.02 – 15.62],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2018,false,Sex,Male,MLE,,,,,,,,,,0,,,0,,0,0 [0 – 0],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2018,false,Sex,Male,MLE,,,,,,,,,,0,,,0,,0,0 [0 – 0],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,0.29,,,0.2,,0.43,0.29 [0.2 – 0.43],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.31,,,0.22,,0.44,0.31 [0.22 – 0.44],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,0.38,,,0.26,,0.54,0.38 [0.26 – 0.54],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.59,,,0.39,,0.86,0.59 [0.39 – 0.86],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.62,,,0.39,,0.9,0.62 [0.39 – 0.9],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,0.62,,,0.44,,0.83,0.62 [0.44 – 0.83],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.7,,,0.46,,1.03,0.7 [0.46 – 1.03],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.71,,,0.43,,1.1,0.71 [0.43 – 1.1],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.72,,,0.49,,1.01,0.72 [0.49 – 1.01],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.73,,,0.48,,1.06,0.73 [0.48 – 1.06],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.73,,,0.5,,1.04,0.73 [0.5 – 1.04],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.76,,,0.43,,1.26,0.76 [0.43 – 1.26],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.8,,,0.48,,1.25,0.8 [0.48 – 1.25],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HND,Honduras,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.82,,,0.44,,1.43,0.82 [0.44 – 1.43],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.84,,,0.55,,1.22,0.84 [0.55 – 1.22],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,0.89,,,0.63,,1.2,0.89 [0.63 – 1.2],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2018,false,Sex,Male,MLE,,,,,,,,,,0.94,,,0.68,,1.24,0.94 [0.68 – 1.24],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PAN,Panama,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1,,,0.68,,1.42,1 [0.68 – 1.42],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,1,,,0.7,,1.38,1 [0.7 – 1.38],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.01,,,0.6,,1.62,1.01 [0.6 – 1.62],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.04,,,0.69,,1.5,1.04 [0.69 – 1.5],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.08,,,0.83,,1.41,1.08 [0.83 – 1.41],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.09,,,0.64,,1.75,1.09 [0.64 – 1.75],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.13,,,0.86,,10.94,1.13 [0.86 – 10.94],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GHA,Ghana,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.21,,,0.69,,1.96,1.21 [0.69 – 1.96],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,TUR,Turkey,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.22,,,0.82,,1.74,1.22 [0.82 – 1.74],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BHS,Bahamas,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.24,,,0.83,,1.78,1.24 [0.83 – 1.78],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2018,false,Sex,Male,MLE,,,,,,,,,,1.37,,,1.01,,1.84,1.37 [1.01 – 1.84],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PER,Peru,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.41,,,0.82,,2.25,1.41 [0.82 – 2.25],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SYC,Seychelles,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.42,,,0.96,,2.01,1.42 [0.96 – 2.01],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,1.46,,,0.75,,2.42,1.46 [0.75 – 2.42],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.52,,,0.86,,2.51,1.52 [0.86 – 2.51],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BLZ,Belize,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.52,,,1.09,,2.09,1.52 [1.09 – 2.09],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,UGA,Uganda,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.56,,,0.89,,2.57,1.56 [0.89 – 2.57],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.56,,,0.94,,2.47,1.56 [0.94 – 2.47],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,1.58,,,1.04,,2.29,1.58 [1.04 – 2.29],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.59,,,0.88,,2.62,1.59 [0.88 – 2.62],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.63,,,0.97,,2.54,1.63 [0.97 – 2.54],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,LCA,Saint Lucia,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.68,,,1.19,,2.34,1.68 [1.19 – 2.34],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.71,,,1.03,,2.64,1.71 [1.03 – 2.64],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,COL,Colombia,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.74,,,1.2,,2.41,1.74 [1.2 – 2.41],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.78,,,1.26,,2.43,1.78 [1.26 – 2.43],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MWI,Malawi,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.81,,,1.04,,2.93,1.81 [1.04 – 2.93],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,DZA,Algeria,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.86,,,0.98,,3.06,1.86 [0.98 – 3.06],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.88,,,1.04,,3.05,1.88 [1.04 – 3.05],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.9,,,1.44,,2.45,1.9 [1.44 – 2.45],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.92,,,0.94,,3.28,1.92 [0.94 – 3.28],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.93,,,1.13,,3.09,1.93 [1.13 – 3.09],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,1.94,,,1.17,,2.97,1.94 [1.17 – 2.97],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NGA,Nigeria,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.95,,,0.94,,3.14,1.95 [0.94 – 3.14],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.95,,,1.14,,3.15,1.95 [1.14 – 3.15],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SSD,South Sudan,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,1.98,,,1.05,,3.42,1.98 [1.05 – 3.42],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LTU,Lithuania,Year,2018,false,Sex,Female,FMLE,,,,,,,,,,10.11,,,7.67,,12.99,10.11 [7.67 – 12.99],,,EN,2021-02-09T08:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2018,false,Sex,Both sexes,BTSX,,,,,,,,,,10.21,,,8.07,,12.65,10.21 [8.07 – 12.65],,,EN,2021-02-09T08:00:00.000Z
